,Tweet,Mobile_Tech_Tag
1434,gorstewart SadiqKhan Heidi_LDN put life risk daily TflTruth Unlawful StreetSpace scheme put life risk 😳 willnorman SadiqKhan Heidi_LDN Councillorsuzie shaunbaileyuk TfL KeithPrinceAM grantshapps BBCTomEdwards CarolinePidgeon CarolineRussell TheLTDA HowardCCox cristo_radio davidkurten Iromg,0
1435,MicroStrategy Unlikely dump naive well way asset borrow collateral well way 0 tax implication stock price directly relate btc drop btc hurt long term,0
1436,dredf new ANALYSIS DREDF Board Member Dr. Steve Kaye Covid19 mortality risk Californians Disabilities Age 65,0
1437,stocklizardking understand market understand risk know buy sorry well Suits,0
1438,FatEmperor Sweden OLD NORMAL moment smart guy translation Delicious normal normal Stockholm Stockholm kill field Country politician know balanced risk assessment panic football virologist tell truth Heerlijk het normale normaal Stockholm Stockholm kill field Land waar politici weten wat evenwichtige risico beoordeling Geen paniek voetbal en virologen de waarheid spreken PubliekeOmroep 2ekamertweets Politie jjorritsma040 rivm,0
1439,david_ornstein 🚨 West Brom reignite talk sign Ainsley Maitland Niles straight loan deal WBA look yesterday 23yo target Leicester Arsenal favour Southampton AFC will send rival + AMN want SAINTSFC TheAthleticUK,0
1440,PreventionWeb land use urban planning reduce disaster risk find wordsintoaction guide 👉,0
1441,QT US_TRANSCOM Nice rare shot favorite Remote Visual System dyk convergence age air refueling AR fleet protract KC-46A production delay fully mission capable put America ability effectively execute day to- day operation war plan risk TogetherWeDeliver,0
1442,FabrizioRomano Dele Alli > PSG deal happen definitely collapse player push leave Spurs Tottenham refuse let find replacement ⛔ ️ psg thfc spur DeadlineDay Dele Alli PSG deal progress Tottenham look Eriksen replacement Inter will sell Alli deal ready complete loan thfc intentione sell replacement complicated 🔴 psg spur,0
1443,QT SkySports_Keith 💩 nufc 🙈 week wait look like Hamza Choudhury stay Leicester Steve Bruce want loan factor work Newcastle NUFC,0
1444,QT Parsifaler ajamubaraka,0
1445,QT AlArabiya_Eng attack politician outbreak Nipah virus China fatality rate 75 percent potentially big pandemic risk giant pharmaceutical company unprepared currently focus covid19 accord independent report,0
1446,ceefoe2x need Poly Artist youtuber doctor Actors Producers leader Business Owners entrepreneur etc get to stop settle break stereotypical chain set talent people willin dat risk 🗣,0
1447,pierregramegna blendedfinance critical formula finance recovery green transition help de risk project make investment possible light OECDdev,0
1448,QT ewarren oh cancel student loan debt immediately money pocket million Americans help dig economy crisis wait Congress Biden Harris administration executive authority,0
1449,level Nonsurgical Isolation Gowns Covid19 Corona Quarantine Lockdown Facemasks Protection CoronaVirus CDC News Wholesale Sale facemask minimal risk basic care standard isolation,0
1450,ewarren cancel student loan debt immediately money pocket million Americans help dig economy crisis wait Congress Biden Harris administration executive authority,0
1451,CommishJRod internet jammed phone line problem go door door westside 65 + sign CovidVaccine committed protect risk let 👊 🏽 💉 univhealthsa,0
1452,tom7471 start decent social medium follower possible entirely risk free basically bet free week,0
1453,IAmErAijaz deny security Jammu security agency Jammu despite severe threat y categorise security agency basis threat increase criminal attack Jammu risk life kindly look HMOIndia AmitShah,0
1454,FulhamTransfer CareyNicholas Josh Maja good player sad go.on loan lot Bordeaux supporter,0
1455,QT LozzaFox BorisJohnson MattHancock believe head sand 👇 challenge lockdown extremism pay government protect right remove life risk assessment answerable government answerable end lockdown good,0
1456,aproko_doctor outbreak Nipah virus China fatality rate 75 percent potentially big pandemic risk giant pharmaceutical company unprepared currently focus covid19 accord independent report spread news,0
1457,midwestern_ope season work Midwest Jan Cold Feb Bitterly Cold Mar Potholes hell Apr Cold Rain 🌪 Jun Mosquitoes Jul instant sweat Aug Surface sun Sep Tiny Black Bugs Oct Bonfires Nov Winter Preview Dec Cold decoration,0
1458,FabrizioRomano Shkodran Mustafi reach agreement Arsenal terminate contract confirm Schalke set sign Kabak replacement step Liverpool wait complete Kabak deal loan buy option 🔴 🏁 AFC LFC S04 DeadlineDay,0
1459,QT puffin_pipe nsitharaman rishibagree middle class office executive pvt company earn 10k month pay professional tax ceiling annadata enjoy free bijli paani free loan waiver audits book audits agri produce small employee pay,0
1460,pjs0210 TransStonk cvillejohn18 ewarren great new generation student loan debt crush empathy people go debt generation tell truly lost cause,0
1461,dave_boucher1 pretty sweeping change suggest Benson office include make election Day state holiday Allow clerk 2 week ahead ED process absentee ballot allow risk limiting audits result certify Ban open carry gun w 100 ft polling place,0
1462,bbcsport Fee agree ✅ West Brom sort loan deal Arsenal Ainsley Maitland Niles WBA DeadlineDay,0
1463,kaykmtz think restaurant worker eligible vaccine open outdoor din worker literally put life risk serve unmasked people,0
1464,sjohnsonsport surprising give appearance fine goal Burnley tell Marcos Alonso definitely stay CFC club Premier League Europe show interest loan deal Thomas Tuchel arrival coach improve Alonso fortune,0
1465,Zeus0057 MrsEnquiries thetime ForgottenLtd comparison limited co band operation £ 40k revenue v employ £ 40k salary pay Corp tax dividend tax accountancy fee insurance expense think home lot risk,0
1466,grantstern government give PPP loan run office hell covid hardship ExpelGreene,0
1467,56 Americans support plan cancel Student Loan debt,0
1468,Alphabet Google earning tomorrow $ GOOGL near time high finally start catch rest FAANG stock YouTube Google Cloud growth solid investor ignore risk antitrust regulatory crackdown story,0
1469,marissadione RealZiplockDomo fact dad hella soft risk life child day,0
1470,CryptoNostra 🐶 $ SHIB Ethereum version $ doge good buy ascend triangle form head resistance 400 📈 ‼️ high RISK high reward ‼️ cctip_io airdrop 0.01 ETH 9999 $ eth,0
1471,jtraderco jump train late lead miss initial high risk profit chaser wagon manipulate dump tradingtip,0
1472,hhsgov wear mask correctly 😷 🤔 mask cover mouth nose risk expose covid19 fact CDCgov,0
1473,zrafc NUFC increasingly confident able complete loan signing Joe Willock suggestion Arsenal agree deal automatically return Tyneside 2021 22 season party agree TheNorthernEcho,0
1474,LozzaFox challenge lockdown extremism pay government protect right remove life risk assessment answerable government answerable end lockdown good,0
1475,"ardaturan_1988 GalatasaraySK ogulcanmurat yedlinny whereisuefa fenerbahçe debt 3,200,000,000 tl October 2020 today announce debt 4,719,000,000 tl fenerbahçe agreement Banks Association limit transfer loan allow UEFA",0
1476,CryptoNostra 🐶 $ SHIB Ethereum version $ doge good buy ascend triangle form head resistance 400 📈 ‼️ high RISK high reward ‼️ cctip_io airdrop 0.01 ETH 9999 $ eth,0
1477,SafaiDarya brave iranian woman fight risk life free hijab activist feminist West fight hijab burqa burkini guise freedom choice naive abandon real hero soldier freedom NoHijabDay,0
1478,QT benmagelsen 1 CDC de facto vaccine co spend 5 b yr vaxe CDC design composition flu vaccine year instruct mfrs produce CDC buy benmagelsen test interaction year seasonal flu vaccine sars-2 public health recommend trade unknown risk end non existent risk obvious S. hemisphere flu summer push idiot 🤔,0
1479,ewarren cancel student loan debt immediately money pocket million Americans help dig economy crisis wait Congress Biden Harris administration executive authority,0
1480,ewarren cancel student loan debt immediately money pocket million Americans help dig economy crisis wait Congress Biden Harris administration executive authority,0
1481,sydbrownstone MaryJoeBob seattletime heidigroover Seattle Time Roommate law greatly increase risk complexity mom n pop approach current long term plan differently shift gear fully Sad recommend landlord Seattle big investor fill gap,0
1482,QT sbattrawden mensen laten echt hun opa sterven door wat ze op facebook lezen go die go conspiracy theory anti masker break hospital obstruct patient care put life risk stop,0
1483,FabrizioRomano Dele Alli PSG deal progress Tottenham look Eriksen replacement Inter will sell Alli deal ready complete loan thfc intentione sell replacement complicated 🔴 psg spur,0
1484,kaykmtz think restaurant worker eligible vaccine open outdoor din worker literally put life risk serve unmasked people,0
1485,QT AlArabiya_Eng China 😢 😢 outbreak Nipah virus China fatality rate 75 percent potentially big pandemic risk giant pharmaceutical company unprepared currently focus covid19 accord independent report,0
1486,ewarren cancel student loan debt immediately money pocket million Americans help dig economy crisis wait Congress Biden Harris administration executive authority,0
1487,natural_allie HS2 put life young people risk act blind defiance required standard safety procedure attempt coax activist short time frame life cheap HS2ltd,0
1488,QT AlArabiya_Eng Moe wtf outbreak Nipah virus China fatality rate 75 percent potentially big pandemic risk giant pharmaceutical company unprepared currently focus covid19 accord independent report,0
1489,alexthescot1 johnfmca joannaccherry theSNP get sturgeon risk money husband cash spin coin indy cherry push action,0
1490,DaveOCKOP Michael Edwards manage negotiate loan OPTION audition £ 18 M Bundesliga high rate young defender manage negotiate deal club know desperate centre half Masterclass,0
1491,HIMSS appropriate safeguard patient datum patient safety risk safeguard place patient datum private secure lkimcissp HITsecurity DataPrivacyDay,0
1492,QT AlArabiya_Eng 😂 😂 😂 😂 😂 outbreak Nipah virus China fatality rate 75 percent potentially big pandemic risk giant pharmaceutical company unprepared currently focus covid19 accord independent report,0
1493,LozzaFox challenge lockdown extremism pay government protect right remove life risk assessment answerable government answerable end lockdown good,0
1494,indopac_info possible Cuba Venezuela Island dependent food import island anger chinese base food security risk,0
1495,griffingig Financial Technology Partners look Summer Research Intern summer analyst learn investment banking process out merger acquisition private capital raising process,0
1496,demsocialists restaurant worker disposable get organize,0
1497,kaykmtz think restaurant worker eligible vaccine open outdoor din worker literally put life risk serve unmasked people,0
1498,JayFromVenda force covid vaccine people want know vaccinate employer consider vaccinate high risk wonder,0
1499,ewarren cancel student loan debt immediately money pocket million Americans help dig economy crisis wait Congress Biden Harris administration executive authority,0
1500,अपने बच्चो कि बर्बादी(बेरो़गारी देख ही रहे है फिर भी आंख पर अंध भक्ति कि पट्टी है।ssc banking railway में लगभग 50 तक वैकेंसी कम हो गई exam होता हैं तो रिजल्ट मे 3 4साल लग जाता है फिर भी उसी बच्चों के पैरेंट्स अंध भक्ति कर रहे है और बच्चा frustration depression में हैं,0
1501,vipin_yadav Site pe jaake kaun check karta hai bhai 😂 😂 😂 Aur waise bhi RIsk hai ishq hai 😂 😁 BePositive,0
1502,ashishk51455345 इस loan app का नाम है बाजा लोन यह app criccbuzz app पर दिख रहा है यह आधार कार्ड से एक मिनट मे लोन दे रहा criccbuzzआप से इन फर्जी loan app का प्रचार ना करे .| cricbuzz rbi,0
1503,जरूरत पड़ने पर भिक मागूंगा भिक् भी नहि मिले तो काम करूंगा पर जिन्दगी में कभी online digital lead app se kabhi loan nahi lunga ab pata nahi mai kab barunga jaab chali gai lon ke chakkr koi ki etane aate te kaam se bhi baga diya ab koi solution nahi mere paas,0
1504,JM_Scindia बैंकर्स को लगा दिया PMJDY बीमा फ़सल बीमा DBTL PMJJY PMSBY APY लगाये रखा और पीछे से बैंको को ही बेच रहे हैं stopprivatizationofbank,0
1505,ये जो आज अपना नाम ना आने से खुश है वो जान ले की अब इन चार बैंको के हिस्से के apy pmjdy sby swanidhi aur kai tarah k scheme Hum hi ko karne padenge Khush na ho ye bas shuruaat hai PSUsNot4Sale,0
1506,nitin_gadkari बैंकर्स को लगा दिया PMJDY बीमा फ़सल बीमा DBTL PMJJY PMSBY APY लगाये रखा और पीछे से बैंको को ही बेच रहे हैं stopprivatizationofbank,0
1507,MithuAdhikary20 KolkataPolice cpcybd RachakondaCop RBI TelanganaDGP swatijaihind rufilo Kab liya tha aapne loan,0
1508,vinodra05844377 NehaSachin07 TheSachinR shahberivictim ABAkhandBharat abhinavkhare_07 jaimahakal1947 sumitr157 renugoyal1965 brijmohan1950 AndrewRathore prabodh786 abhijitkumar192 SureshNBT SHObisrakh VinodRa76224531 JAC_Adhyaksh noidapolice rai_mohapatra sspundir11 rohitazad Chandrabhanpan5 meevkt mukulgoswami99 vikas87_singh GkUpwest Dheerajdk1992 Priyank23022247 aajtak amarujalanew UPGovt PiyushRaiTOI myogiadityanath dmgbnagar nbhooshan officialgnida cp_noida DCPCentralNoida sdPachauri1 Satishmahanaup shalabhmani drdineshbjp kpmaurya1 ChiefSecyUP HomeDepttUP AwasthiAwanishK ChiefSecUP Adhikariyo se milibhagat ke Bina shahberi mein ek inch bhi construction nhi ho skta jB adhikariyo ko building bnwane Ka registry krne Ka aur bank adhikariyo ko loan krane Ka paisha mil rha hai 1400 crore kya 140000cr Ka ghotala BHI manage ho skta,0
1509,Shinchan intro like ye hamara ghar hai 🏠 Ye meri family hai 👨 ‍ 👩 ‍ 👧 ‍ 👧 32 saalon ka loan chal raha hai 😂 😂,0
1510,abhinavkhare_07 shahberi Greater Noida West GICHSGFIN give illegal property loan flat owner suffer identify property illegal unauthorised officialgnida RBI NhbIndia MoHUA_India myogioffice Uppolice upreraofficial ZeeNews दुध देने वाली गाय तो बिल्डर है बिल्डरो के साथ सारे सिस्टम का पैसा लगा है न्यायधीशो अधिकारियो नेताओ व बड़े लोगो का पैसा लगा है बैंको व एजेन्सीज़ के साथ मिल कर सब लुट रहे है 4 मध्यम वर्ग के बंधवा मजदूरों तुमतो बस लुटते रहो तुम्हारी कोंन सुनेगा,0
1511,rajamansoor999 DrMuradPTI Allah aap ko sahat dain covid aap mahfooz nahi hain aur aap nay bachon ki zindagiyon ko risk main dal diya ha,0
1512,vyakhyasharma9 Congress wale kitne smart hai sab sutiyon ko rakha hai galiyan khaane jo asal fandebaaz hai woh ekdam limit tweet karte hai right winger joker un apr dhayn hi nahi de pate pidi bajane mein busy rehate hai,0
1513,kapil_poharkar OperationHaftaVasooli हम भी मोहरे वो भी मोहरे(agent बाजी कोई और खेल रहा है और लोग अपने ही मर रहे PMOIndia HMOIndia FinMinIndia कुछ लोगो की लालच कुछ लोगो की जिंदगी निगल रही है एक भाई दूसरे को मार कर अपने परिवार का पेट भर रहा Kissht cashbeen loan bean karo bean karo,0
1514,vyakhyasharma9 Congress wale kitne smart hai sab sutiyon ko rakha hai galiyan khaane jo asal fandebaaz hai woh ekdam limit tweet karte hai right winger joker un apr dhayn hi nahi de pate pidi bajane mein busy rehate hai,0
1515,vyakhyasharma9 Congress wale kitne smart hai sab sutiyon ko rakha hai galiyan khaane jo asal fandebaaz hai woh ekdam limit tweet karte hai right winger joker un apr dhayn hi nahi de pate pidi bajane mein busy rehate hai,0
1516,Congress wale kitne smart hai sab sutiyon ko rakha hai galiyan khaane jo asal fandebaaz hai woh ekdam limit tweet karte hai right winger joker un apr dhayn hi nahi de pate pidi bajane mein busy rehate hai,0
1517,NikiJ118 fraud_india banallloanapps Indian63090484 rahul_k_sonwane Yogesh29319022 Aap ye loan agents jisne logo ki ijjat nikali hai aur suicide karne pe majboor kiya hai unke liye ladna hai Wah matlab ye hua ki jo victim hai unko insaaf milega hi nahi 😁,0
1518,AshokPr44558441 अपने बच्चो कि बर्बादी(बेरो़गारी देख ही रहे है फिर भी आंख पर अंध भक्ति कि पट्टी है।ssc banking railway में लगभग 50 तक वैकेंसी कम हो गई exam होता हैं तो रिजल्ट मे 3 4साल लग जाता है फिर भी उसी बच्चों के पैरेंट्स अंध भक्ति कर रहे है और बच्चा frustration depression में हैं,0
1519,vinodra05844377 NehaSachin07 TheSachinR shahberivictim ABAkhandBharat abhinavkhare_07 jaimahakal1947 sumitr157 renugoyal1965 brijmohan1950 AndrewRathore prabodh786 abhijitkumar192 SureshNBT SHObisrakh VinodRa76224531 JAC_Adhyaksh noidapolice rai_mohapatra sspundir11 rohitazad Chandrabhanpan5 meevkt mukulgoswami99 vikas87_singh GkUpwest Dheerajdk1992 Priyank23022247 aajtak amarujalanew UPGovt PiyushRaiTOI myogiadityanath dmgbnagar nbhooshan officialgnida cp_noida DCPCentralNoida sdPachauri1 Satishmahanaup shalabhmani drdineshbjp kpmaurya1 ChiefSecyUP HomeDepttUP AwasthiAwanishK ChiefSecUP Adhikariyo se milibhagat ke Bina shahberi mein ek inch bhi construction nhi ho skta jB adhikariyo ko building bnwane Ka registry krne Ka aur bank adhikariyo ko loan krane Ka paisha mil rha hai 1400 crore kya 140000cr Ka ghotala BHI manage ho skta,0
1520,abhinavkhare_07 shahberi Greater Noida West GICHSGFIN give illegal property loan flat owner suffer identify property illegal unauthorised officialgnida RBI NhbIndia MoHUA_India myogioffice Uppolice upreraofficial ZeeNews दुध देने वाली गाय तो बिल्डर है बिल्डरो के साथ सारे सिस्टम का पैसा लगा है न्यायधीशो अधिकारियो नेताओ व बड़े लोगो का पैसा लगा है बैंको व एजेन्सीज़ के साथ मिल कर सब लुट रहे है 4 मध्यम वर्ग के बंधवा मजदूरों तुमतो बस लुटते रहो तुम्हारी कोंन सुनेगा,0
1521,kapil_poharkar OperationHaftaVasooli हम भी मोहरे वो भी मोहरे(agent बाजी कोई और खेल रहा है और लोग अपने ही मर रहे PMOIndia HMOIndia FinMinIndia कुछ लोगो की लालच कुछ लोगो की जिंदगी निगल रही है एक भाई दूसरे को मार कर अपने परिवार का पेट भर रहा Kissht cashbeen loan bean karo bean karo,0
1522,NikiJ118 fraud_india banallloanapps Indian63090484 rahul_k_sonwane Yogesh29319022 Aap ye loan agents jisne logo ki ijjat nikali hai aur suicide karne pe majboor kiya hai unke liye ladna hai Wah matlab ye hua ki jo victim hai unko insaaf milega hi nahi 😁,0
1523,AshokPr44558441 अपने बच्चो कि बर्बादी(बेरो़गारी देख ही रहे है फिर भी आंख पर अंध भक्ति कि पट्टी है।ssc banking railway में लगभग 50 तक वैकेंसी कम हो गई exam होता हैं तो रिजल्ट मे 3 4साल लग जाता है फिर भी उसी बच्चों के पैरेंट्स अंध भक्ति कर रहे है और बच्चा frustration depression में हैं,0
1524,AshokPr44558441 अपने बच्चो कि बर्बादी(बेरो़गारी देख ही रहे है फिर भी आंख पर अंध भक्ति कि पट्टी है।ssc banking railway में लगभग 50 तक वैकेंसी कम हो गई exam होता हैं तो रिजल्ट मे 3 4साल लग जाता है फिर भी उसी बच्चों के पैरेंट्स अंध भक्ति कर रहे है और बच्चा frustration depression में हैं,0
1525,sudhirchaudhary sir loan apps ka DNA bhi dikhaiye kabhi bahut pareshan hai hum loag loackdown ke chalte ek app se liya chukane keliye dusre se le kar ke jaal mai fas gaye sir inke bare mai bhi kuch kijiye bahut haressment hoti hai sit,0
1526,NikiJ118 fraud_india banallloanapps Indian63090484 rahul_k_sonwane Yogesh29319022 Aap ye loan agents jisne logo ki ijjat nikali hai aur suicide karne pe majboor kiya hai unke liye ladna hai Wah matlab ye hua ki jo victim hai unko insaaf milega hi nahi 😁,0
1527,VikasMo38552203 prabhurajpoot5 pfbwfindia narendramodi girirajsinghbjp nsitharaman CCI_India Mere bhai mene bank se loan lekar poultry dala lekin karja bhi ho gaya hai bank ka abhi poultry farm shuru karane ki himaat bhi nahi ho rahi hai 4 year kaise dhakel diye kal kuch milega kal kuch milega kuch nahi 4 year bad ab 6 lac bank ka loan 4 sal barbad,0
1528,श्री रामचंद्र जी कह गए सिया से ऐसा कलयुग आएगा गाड़ी खरीदो गे cash से और petrol loan से आएगा नही_चाहिए_भाजपा,0
1529,tanujthakurinc अबकी बार पेट्रोल 100 के पार एवं डीजल 90 के पार मोदी जी इतना भी विकास क्यों कर दिया कि अब गाड़िया Cash पे और पेट्रोल लोग Loan पे लेने लगे है क्या यही विकास दिखाना है या फिर अभी और भी कुछ बाकी है ModiFuelScam,0
1530,अबकी बार पेट्रोल 100 के पार एवं डीजल 90 के पार मोदी जी इतना भी विकास क्यों कर दिया कि अब गाड़िया Cash पे और पेट्रोल लोग Loan पे लेने लगे है क्या यही विकास दिखाना है या फिर अभी और भी कुछ बाकी है ModiFuelScam,0
1531,interfaile ipunamchoudhary Adhiyajna Par humne moti moti marwadi mahilayon ko bas saree shopping karte dekha hai Kaam nahi karne ke karan moti ho jaate hai 😂 😂 😂 aese unka entrepreneurial skill gajab ka hota hai high risk taker hardworking Bas dukaan wale seth ji din mein jaate hai,0
1532,dhanicare 19 tarikh ko aaya jismein kahan gaya ki ki aapka loan foreclosure karna chahte hain aapko 1368 B bharna honge Urdu rang mere pass payment na hone ke samay nahin kar paya dusri baar mujhe 22 tarikh ko phone aaya hai use bhi sem yahi Kaha Gaya aapko 1368 r,0
1533,Lockdownharasme fraud_india banallloanapps Indian63090484 rahul_k_sonwane Yogesh29319022 agent support loan application harassment public money इन एप्लिकेशन को agent कुछ पैसो के लिए गलत का साथ दे रहे है जबकि कमाई एप्लिकेशन के मालिक कमाई कर रहे है,0
1534,Vikramreetwal good evening Sir KCC KSS loan NPA nahi huya hai par bank ne kanoni karyavahi suru kar di hai Tehseel se notice aya hai Esa ho sakta hai kya.please reply,0
1535,SrBachchan sir loan sanction ho Gaya akshaykumar Mr canadian bicycle kab purchase kar rahe hai AnupamPKher Takle raja ab driver samay se pahle aap jata hoga Aur kashmiri panditon ka kya hua sab kashmir pahunch gaye 🤣 😂 🤣,0
1536,passivefool anishteli lonelycrowd Naam mein loan hai,0
1537,kamleshrahang15 Fark ye aaya ki abhi hum Foriegn country ke loan nahi chuka rahe hain Hum Bharat ko hi aatm nirbhar bana rahe hain Ab Sui se lekar Automatice bio weapon hum bharat bana rahe hain Ab Population ka bhi fark padega na bhaiya Congress ke time aur ab ke time,0
1538,चलो ये मामला यहीं ख़त्म हो गया bengalneedsleft rise Protest risk,0
1539,UPGovt sanjaychapps1 shishirgoup अपने बच्चो कि बर्बादी(बेरो़गारी देख ही रहे है फिर भी आंख पर अंध भक्ति कि पट्टी है।ssc banking railway में लगभग 50 तक वैकेंसी कम हो गई exam होता हैं तो रिजल्ट मे 3 4साल लग जाता है फिर भी उसी बच्चों के पैरेंट्स अंध भक्ति कर रहे है और बच्चा frustration depression में हैं,0
1540,AshokPr44558441 अपने बच्चो कि बर्बादी(बेरो़गारी देख ही रहे है फिर भी आंख पर अंध भक्ति कि पट्टी है।ssc banking railway में लगभग 50 तक वैकेंसी कम हो गई exam होता हैं तो रिजल्ट मे 3 4साल लग जाता है फिर भी उसी बच्चों के पैरेंट्स अंध भक्ति कर रहे है और बच्चा frustration depression में हैं,0
1541,अपने बच्चो कि बर्बादी(बेरो़गारी देख ही रहे है फिर भी आंख पर अंध भक्ति कि पट्टी है।ssc banking railway में लगभग 50 तक वैकेंसी कम हो गई exam होता हैं तो रिजल्ट मे 3 4साल लग जाता है फिर भी उसी बच्चों के पैरेंट्स अंध भक्ति कर रहे है और बच्चा frustration depression में हैं,0
1542,canarabank RBIsays Udhar Canara Bank deta hi ni meri sari eligibility puri thi loan ni diya bolte hai guarantee kya doge haryana govt employee hone ke bad bhi inko guarantee chahiye aam loga ko kya dege ye bank loan aisa behavior hai inka ki koi inke ghar se paise mang raha ho,0
1543,NitishKumar sir Maine padhne k lie education loan liya tha pnbindia aur loan na chuka pane k karan mera account NPA dal diya hai jisse mai koi gvrmnt job nahi apply kar pa rahi aur private job mil nahi pa rahi hai.jisse loan chuka paun Kripa meri madad kare,0
1544,prakash12996381 perishri89 abccare rbi cybercrimecid Cyberdost BanegaAb pmoindia ZeeBusiness hmoindia OperationHaftaVasooli ShaktikantaRBI Ji Ap Loan apps Walon se Comition Liye ho kya Jo abhi tak Kissht Aur Ruffilo ko Ban nahi kiya,0
1545,NikiJ118 fraud_india banallloanapps Indian63090484 rahul_k_sonwane Yogesh29319022 Aap ye loan agents jisne logo ki ijjat nikali hai aur suicide karne pe majboor kiya hai unke liye ladna hai Wah matlab ye hua ki jo victim hai unko insaaf milega hi nahi 😁,0
1546,kapil_poharkar Pizz hamari help kijiye sarkar ham middle class log hai garib hai sahara hai na ghar hai na dhar hai jaha jaate vaha pe hi jindagi suravat hoti hai ye loan waale ne jina mushkil kiya cashbeen Kissht Gotucah nano Card,0
1547,kapil_poharkar Kissht cashbeen loan man nahi rah ek din 30 se 40 karake pareshan kar diya,0
1548,kapil_poharkar OperationHaftaVasooli हम भी मोहरे वो भी मोहरे(agent बाजी कोई और खेल रहा है और लोग अपने ही मर रहे PMOIndia HMOIndia FinMinIndia कुछ लोगो की लालच कुछ लोगो की जिंदगी निगल रही है एक भाई दूसरे को मार कर अपने परिवार का पेट भर रहा Kissht cashbeen loan bean karo bean karo,0
1549,Lockdownharasme fraud_india banallloanapps Indian63090484 rahul_k_sonwane Yogesh29319022 agent support loan application harassment public money इन एप्लिकेशन को agent कुछ पैसो के लिए गलत का साथ दे रहे है जबकि कमाई एप्लिकेशन के मालिक कमाई कर रहे है,0
1550,perishri89 Fight_back_IN NikiJ118 rmasindia Ajinathmunjavle bhai bhagwaan bhi mandir 4 5 baar se ghanti bajaoge sunlenge kuch case ek tweet se sarkaar harkat aajati hai par loan apps k case sarkar tak baat pahunchane k lie aisa kya karna padega sarkar itni door hai,0
1551,Lockdownharasme agent support loan application harassment public money इन एप्लिकेशन को agent कुछ पैसो के लिए गलत का साथ दे रहे है जबकि कमाई एप्लिकेशन के मालिक कमाई कर रहे है jantaki_aawaz Ajinathmunjavle gurgaonpolice,0
1552,देश के 4 सरकारी Bank होंगे प्राइवेट BOM BOI IOB और Central बैंक प्राइवेट होंगे centralbank_in banking privatebank,0
1553,BrahmasmiAhem soch rha hu petrol padhwane ki jagah govt neft hi kr du,0
1554,QT aajtak simple set save life plant risk management plan place धौली गंगा में लगाया गया अर्ली अलार्म सिस्टम जो पानी के बढ़ने पर 1 किलोमीटर तक तेज़ साइरन बजायेगा देखिये कैसे करेगा ये सिस्टम करेगा काम दिलीप सिंह राठौड़ DilipDsr की ReporterDiary में Uttarakhand Chamoli Ganga Alarm अन्य वीडियो,0
1555,SonuSood ArvindKejriwal SoodFoundation ap sab ki help karte ho grib sister ki bi help kardo mera ghar bank chad va palvi Moga punjab hame nhi pta tha ki papa ki death ke baad pta chla ki bank papa ne loan liya 7710479556 mera ghar bacha sir,0
1556,SoodFoundation sir help ap sab ki help karte ho grib sister ki bi help kardo mera ghar bank chad va palvi Moga punjab hame nhi pta tha ki papa ki death ke baad pta chla ki bank papa ne loan liya 7710479556 mera ghar bacha sir plz 🙏 🙏,0
1557,ashishk51455345 इस loan app का नाम है बाजा लोन यह app criccbuzz app पर दिख रहा है यह आधार कार्ड से एक मिनट मे लोन दे रहा criccbuzzआप से इन फर्जी loan app का प्रचार ना करे .| cricbuzz rbi,0
1558,Vijay34644520 geetadang76 anubha1812 pmoindia Didi Mai 7th mee hu aur mere bhi offline ho rhe hain school force kr rha hai aur 3 march se shuru h bahut saara syllabus h Ye log bahut galat kr rhe hain bcho ki Lives ka risk leke,0
1559,NikiJ118 fraud_india banallloanapps Indian63090484 rahul_k_sonwane Yogesh29319022 Aap ye loan agents jisne logo ki ijjat nikali hai aur suicide karne pe majboor kiya hai unke liye ladna hai Wah matlab ye hua ki jo victim hai unko insaaf milega hi nahi 😁,0
1560,Lockdownharasme fraud_india banallloanapps Indian63090484 rahul_k_sonwane Yogesh29319022 agent support loan application harassment public money इन एप्लिकेशन को agent कुछ पैसो के लिए गलत का साथ दे रहे है जबकि कमाई एप्लिकेशन के मालिक कमाई कर रहे है,0
1561,Lockdownharasme fraud_india banallloanapps Indian63090484 rahul_k_sonwane Yogesh29319022 agent support loan application harassment public money इन एप्लिकेशन को agent कुछ पैसो के लिए गलत का साथ दे रहे है जबकि कमाई एप्लिकेशन के मालिक कमाई कर रहे है,0
1562,soch rha hu petrol padhwane ki jagah govt neft hi kr du,0
1563,yuvicasm 4EverTillEnd Yaar muje swimming nahi ata toh risk kyu lene ka,0
1564,fraud_india BanAllLoanApps Indian63090484 rahul_k_sonwane Yogesh29319022 Aap ye loan agents jisne logo ki ijjat nikali hai aur suicide karne pe majboor kiya hai unke liye ladna hai Wah matlab ye hua ki jo victim hai unko insaaf milega hi nahi 😁,0
1565,arupsar00415092 Ajinathmunjavle jantaki_aawaz Salary kya inko kari se kari saja hona chahiye itne suicide k piche loan app agent ka haat hain itne maur ka jimmedaar ye agents hain Jantaki_Aawaz,0
1566,Lockdownharasme fraud_india banallloanapps Indian63090484 rahul_k_sonwane Yogesh29319022 agent support loan application harassment public money इन एप्लिकेशन को agent कुछ पैसो के लिए गलत का साथ दे रहे है जबकि कमाई एप्लिकेशन के मालिक कमाई कर रहे है,0
