,Id,text,class,cleaned_text,bag_of_words,,,,
279,tweet_0280,"RT @hayalimsu13: @UEFA Fenerbahçe's debt was 3,200,000,000 TL in October 2020, today announced that their debt is 4,719,000,000 TL. How can fenerbahçe, who does not make an agreement with the Banks Association, have a limit and transfer with this loan? And how do you allow this? #WhereisUEFA",0," hayalimsu13 uefa fenerbahçe's debt was 3,200,000,000 tl in october 2020, today announced that their debt is 4,719,000,000 tl. how can fenerbahçe, who does not make an agreement with the banks association, have a limit and transfer with this loan? and how do you allow this? whereisuefa","['  ', 'hayalimsu13', 'uefa', 'fenerbahçe', 'debt', '3,200,000,000', 'tl', 'october', '2020', 'today', 'announce', 'debt', '4,719,000,000', 'tl', 'fenerbahçe', 'agreement', 'bank', 'association', 'limit', 'transfer', 'loan', 'allow', 'whereisuefa']",,,,
280,tweet_0281,"RT @AnfieldEditon: Liverpool are hesitant to proceed with their loan move for Braga centre back David Carmo due to the defender's 34 pace on FIFA 21, which would cause him to struggle against high speed counter attacks in England. [@JamesPearceLFC]",0," anfieldediton liverpool are hesitant to proceed with their loan move for braga centre back david carmo due to the defender's 34 pace on fifa 21, which would cause him to struggle against high speed counter attacks in england. [ jamespearcelfc]","['  ', 'anfieldediton', 'liverpool', 'hesitant', 'proceed', 'loan', 'braga', 'centre', 'david', 'carmo', 'defender', '34', 'pace', 'fifa', '21', 'cause', 'struggle', 'high', 'speed', 'counter', 'attack', 'england', 'jamespearcelfc']",,,,
281,tweet_0282,"RT @kawaiizeke: how could you ever think that pepper spraying a suicidal 9-year old was your last resort in helping her? and then the department tries to justify it? that’s not a risk that comes with the job, that’s an abuse of power. ; A 9-year-old girl was handcuffed and pepper sprayed by police officers responding to a report of family trouble in Rochester, New York, on Wednesday, according to Rochester Deputy Police Chief Andre Anderson. https://t.co/n4B5EopPK1",0," kawaiizeke how could you ever think that pepper spraying a suicidal 9-year old was your last resort in helping her? and then the department tries to justify it? that’s not a risk that comes with the job, that’s an abuse of power. ; a 9-year-old girl was handcuffed and pepper sprayed by police officers responding to a report of family trouble in rochester, new york, on wednesday, according to rochester deputy police chief andre anderson. ","['  ', 'kawaiizeke', 'think', 'pepper', 'spray', 'suicidal', '9-year', 'old', 'resort', 'help', 'department', 'try', 'justify', 'risk', 'come', 'job', 'abuse', 'power', '9-year', 'old', 'girl', 'handcuff', 'pepper', 'spray', 'police', 'officer', 'respond', 'report', 'family', 'trouble', 'rochester', 'new', 'york', 'wednesday', 'accord', 'rochester', 'deputy', 'police', 'chief', 'andre', 'anderson']",,,,
282,tweet_0283,"@UEFA Fenerbahçe's debt was 3,200,000,000 TL in October 2020, today announced that their debt is 4,719,000,000 TL. How can fenerbahçe, who does not make an agreement with the Banks Association, have a limit and transfer with this loan? And how do you allow this? @UEFA #WhereisU",0," uefa fenerbahçe's debt was 3,200,000,000 tl in october 2020, today announced that their debt is 4,719,000,000 tl. how can fenerbahçe, who does not make an agreement with the banks association, have a limit and transfer with this loan? and how do you allow this? uefa whereisu","['  ', 'uefa', 'fenerbahçe', 'debt', '3,200,000,000', 'tl', 'october', '2020', 'today', 'announce', 'debt', '4,719,000,000', 'tl', 'fenerbahçe', 'agreement', 'bank', 'association', 'limit', 'transfer', 'loan', 'allow', 'uefa', 'whereisu']",,,,
283,tweet_0284,Very interesting online public workshop coming up Thurs-Fri by the Natl Acad Aeronautics and Space Engineering Board on Flying in the COVID-19 Era: Science-based Risk Assessments and Mitigation Strategies on the Ground and in the Air. https://t.co/5isqmOTbNu,0,very interesting online public workshop coming up thurs-fri by the natl acad aeronautics and space engineering board on flying in the covid-19 era science-based risk assessments and mitigation strategies on the ground and in the air. ,"['interesting', 'online', 'public', 'workshop', 'come', 'thur', 'fri', 'natl', 'acad', 'aeronautics', 'space', 'engineering', 'board', 'fly', 'covid-19', 'era', 'science', 'base', 'risk', 'assessment', 'mitigation', 'strategy', 'ground', 'air']",,,,
284,tweet_0285,"@PaulQuinnNews increase it to 1k, if they are going on holidays nowadays they obviously have the money to pay a grand for breaking the rules and putting lives at risk",0," paulquinnnews increase it to 1k, if they are going on holidays nowadays they obviously have the money to pay a grand for breaking the rules and putting lives at risk","['  ', 'paulquinnnew', 'increase', '1k', 'go', 'holiday', 'nowadays', 'obviously', 'money', 'pay', 'grand', 'break', 'rule', 'put', 'life', 'risk']",,,,
286,tweet_0287,"RT @CliveWinward: @GaryNTrader @Hermes3456 @AsiametTweets Meant to say earlier, Ripple (#XRP)filed their response to the SEC case last Friday, and they still appear to be the favourites to provide the ‘bridge’ for Central banking digital currency. Hedera Hashgraph (#Hbar)is already providing the blockchain for NHS track and trace.",0," clivewinward garyntrader hermes3456 asiamettweets meant to say earlier, ripple ( xrp)filed their response to the sec case last friday, and they still appear to be the favourites to provide the ‘bridge’ for central banking digital currency. hedera hashgraph ( hbar)is already providing the blockchain for nhs track and trace.","['  ', 'clivewinward', 'garyntrader', 'hermes3456', 'asiamettweet', 'mean', 'earlier', 'ripple', 'xrp)file', 'response', 'sec', 'case', 'friday', 'appear', 'favourite', 'provide', 'bridge', 'central', 'banking', 'digital', 'currency', 'hedera', 'hashgraph', 'hbar)is', 'provide', 'blockchain', 'nhs', 'track', 'trace']",,,,
287,tweet_0288,"RT @redteamsecure: IoT (Internet of Things) devices have become a part of daily life for many people. In this blog we'll discuss the security risks of IoT devices, and how to enjoy the convenience of these devices, while limiting your risk while using them. #infosec #redteam https://t.co/CQrDPm8riV",0," redteamsecure iot (internet of things) devices have become a part of daily life for many people. in this blog we'll discuss the security risks of iot devices, and how to enjoy the convenience of these devices, while limiting your risk while using them. infosec redteam ","['  ', 'redteamsecure', 'iot', 'internet', 'thing', 'device', 'daily', 'life', 'people', 'blog', 'discuss', 'security', 'risk', 'iot', 'device', 'enjoy', 'convenience', 'device', 'limit', 'risk', 'infosec', 'redteam']",,,,
288,tweet_0289,"⠀ independent portrayal of Koyomi Araragi from the Monogatari Series — the account will contain nsfw themes ( gore , violence ) , follow at your own risk . ⠀",0,"⠀ independent portrayal of koyomi araragi from the monogatari series — the account will contain nsfw themes ( gore , violence ) , follow at your own risk . ⠀","['⠀', 'independent', 'portrayal', 'koyomi', 'araragi', 'monogatari', 'series', 'account', 'contain', 'nsfw', 'theme', 'gore', 'violence', 'follow', 'risk', '⠀']",,,,
289,tweet_0290,"@hrkbenowen Yup, I'm going to risk my reputation and my wealth with someone I do not know and only talked to twice on the phone. Right!",0," hrkbenowen yup, i'm going to risk my reputation and my wealth with someone i do not know and only talked to twice on the phone. right!","['  ', 'hrkbenowen', 'yup', 'm', 'go', 'risk', 'reputation', 'wealth', 'know', 'talk', 'twice', 'phone', 'right']",,,,
290,tweet_0291,RT @Claire_Simeone: YES! This solution has the potential to make a huge difference for whales at risk of entanglement. Thanks for your beautiful work! , Today I animated a rope for our lobster trap model to demonstrate a process called ropeless fishing where the floats are released just before the trap is retrieved to minimize line in the water column & resulting whale entanglement. #noaa #nmsf #protectwhatyoulove https://t.co/d0JzyqgxhQ,0, claire_simeone yes! this solution has the potential to make a huge difference for whales at risk of entanglement. thanks for your beautiful work! , today i animated a rope for our lobster trap model to demonstrate a process called ropeless fishing where the floats are released just before the trap is retrieved to minimize line in the water column & resulting whale entanglement. noaa nmsf protectwhatyoulove ,"['  ', 'claire_simeone', 'yes', 'solution', 'potential', 'huge', 'difference', 'whale', 'risk', 'entanglement', 'thank', 'beautiful', 'work', 'today', 'animate', 'rope', 'lobster', 'trap', 'model', 'demonstrate', 'process', 'call', 'ropeless', 'fishing', 'float', 'release', 'trap', 'retrieve', 'minimize', 'line', 'water', 'column', 'result', 'whale', 'entanglement', 'noaa', 'nmsf', 'protectwhatyoulove']",,
292,tweet_0293,Get Vaccinated At Own Risk, It Can Cause Death: Pak Minister #PakistanVaccination #YasminRashid #CovidVaccine @Covid19Pakistan https://t.co/iEfTCYJ5lp,0,get vaccinated at own risk, it can cause death pak minister pakistanvaccination yasminrashid covidvaccine covid19pakistan ,"['vaccinate', 'risk', 'cause', 'death', 'pak', 'minister', 'pakistanvaccination', 'yasminrashid', 'covidvaccine', 'covid19pakistan']",,
293,tweet_0294,"@psqnt Now we will dig even deeper into the mysterious world of the dollar. We will cover rehypothication, credit being dollars, expansion of M2, closing of the gold window, FDIC “insurance”, and everyone’s favorite the “Eurodollar market” where we don’t actually know how much exists...",0," psqnt now we will dig even deeper into the mysterious world of the dollar. we will cover rehypothication, credit being dollars, expansion of m2, closing of the gold window, fdic “insurance”, and everyone’s favorite the “eurodollar market” where we don’t actually know how much exists...","['  ', 'psqnt', 'dig', 'deeper', 'mysterious', 'world', 'dollar', 'cover', 'rehypothication', 'credit', 'dollar', 'expansion', 'm2', 'closing', 'gold', 'window', 'fdic', 'insurance', 'favorite', 'eurodollar', 'market', 'actually', 'know', 'exist']",,,,
294,tweet_0295,RT @FantasyLeftover: @kaitlancollins Someone who owes hundreds of millions of dollars to unknown creditors shouldn't have access to intelligence briefings. The man is a security risk.,0, fantasyleftover kaitlancollins someone who owes hundreds of millions of dollars to unknown creditors shouldn't have access to intelligence briefings. the man is a security risk.,"['  ', 'fantasyleftover', 'kaitlancollins', 'owe', 'hundred', 'million', 'dollar', 'unknown', 'creditor', 'access', 'intelligence', 'briefing', 'man', 'security', 'risk']",,,,
295,tweet_0296,"RT @FabrizioRomano: More about Kabak. Loan fee will be higher than €1.5m [around €2.5m] with option to buy for €30m. Liverpool never considered to sign him on a permanent deal/obligation to buy. Mustafi joins Schalke as replacement. Braga turned down 2 bids from #LFC for Carmo. 🔴 #DeadlineDay ; Ozan Kabak from Schalke to Liverpool, here we go! 🔴 #LFC Agreement reached between clubs after medicals and personal terms completed. The deal will be on loan with buy option and NO obligation, €30m as potential final fee. 5-years contract [if they will buy him]. #DeadlineDay",0," fabrizioromano more about kabak. loan fee will be higher than €1.5m [around €2.5m] with option to buy for €30m. liverpool never considered to sign him on a permanent deal/obligation to buy. mustafi joins schalke as replacement. braga turned down 2 bids from lfc for carmo. 🔴 deadlineday ; ozan kabak from schalke to liverpool, here we go! 🔴 lfc agreement reached between clubs after medicals and personal terms completed. the deal will be on loan with buy option and no obligation, €30m as potential final fee. 5-years contract [if they will buy him]. deadlineday","['  ', 'fabrizioromano', 'kabak', 'loan', 'fee', 'high', '€', '1.5', 'm', '€', '2.5', 'm', 'option', 'buy', '€', '30', 'm', 'liverpool', 'consider', 'sign', 'permanent', 'deal', 'obligation', 'buy', 'mustafi', 'join', 'schalke', 'replacement', 'braga', 'turn', '2', 'bid', 'lfc', 'carmo', '🔴', 'deadlineday', 'ozan', 'kabak', 'schalke', 'liverpool', '🔴', 'lfc', 'agreement', 'reach', 'club', 'medical', 'personal', 'term', 'complete', 'deal', 'loan', 'buy', 'option', 'obligation', '€', '30', 'm', 'potential', 'final', 'fee', '5-years', 'contract', 'buy', 'deadlineday']",,,,
297,tweet_0298,RT @technipion: @krishgm Not seen Guido doxxing people who offer opinions on the news then? Crawling their accounts for tweets to take wildly out of context so they are exposed to mass harrassment and their employment put at risk?,0, technipion krishgm not seen guido doxxing people who offer opinions on the news then? crawling their accounts for tweets to take wildly out of context so they are exposed to mass harrassment and their employment put at risk?,"['  ', 'technipion', 'krishgm', 'see', 'guido', 'doxxe', 'people', 'offer', 'opinion', 'news', 'crawl', 'account', 'tweet', 'wildly', 'context', 'expose', 'mass', 'harrassment', 'employment', 'risk']",,,,
299,tweet_0300,My old landlady sent me pic saying I'd been called for jury duty (I never changed over address on register of electors) So I'm an essential worker and also live with an at risk individual from Covid I also have ADHD and hearing issues Do any of these get me out of jury duty,0,my old landlady sent me pic saying i'd been called for jury duty (i never changed over address on register of electors) so i'm an essential worker and also live with an at risk individual from covid i also have adhd and hearing issues do any of these get me out of jury duty,"['old', 'landlady', 'send', 'pic', 'say', 'call', 'jury', 'duty', 'change', 'address', 'register', 'elector', 'm', 'essential', 'worker', 'live', 'risk', 'individual', 'covid', 'adhd', 'hearing', 'issue', 'jury', 'duty']",,,,
302,tweet_0303,"@GaryNTrader @Hermes3456 @AsiametTweets Meant to say earlier, Ripple (#XRP)filed their response to the SEC case last Friday, and they still appear to be the favourites to provide the ‘bridge’ for Central banking digital currency. Hedera Hashgraph (#Hbar)is already providing the blockchain for NHS track and trace.",0," garyntrader hermes3456 asiamettweets meant to say earlier, ripple ( xrp)filed their response to the sec case last friday, and they still appear to be the favourites to provide the ‘bridge’ for central banking digital currency. hedera hashgraph ( hbar)is already providing the blockchain for nhs track and trace.","['  ', 'garyntrader', 'hermes3456', 'asiamettweet', 'mean', 'earlier', 'ripple', 'xrp)file', 'response', 'sec', 'case', 'friday', 'appear', 'favourite', 'provide', 'bridge', 'central', 'banking', 'digital', 'currency', 'hedera', 'hashgraph', 'hbar)is', 'provide', 'blockchain', 'nhs', 'track', 'trace']",,,,
304,tweet_0305,ICICI Bank Resistance Level 609-611. #banknifty #Banking #trading #intraday https://t.co/pI0ltHMw6I,0,icici bank resistance level 609-611. banknifty banking trading intraday ,"['icici', 'bank', 'resistance', 'level', '609', '611', 'banknifty', 'banking', 'trading', 'intraday']",,,,
305,tweet_0306,Seeking an Information Technology (IT) professional with proven #Splunk (#SIEM) Security Information Event Management experience and knowledge to address Risk Management Framework (#RMF) https://t.co/4BsAUjpW7C#!/ae1ef135-2dae-44bb-af61-39fd5342aabd/detail?venue=Twitter,0,seeking an information technology (it) professional with proven splunk ( siem) security information event management experience and knowledge to address risk management framework ( rmf) ,"['seek', 'information', 'technology', 'professional', 'prove', 'splunk', 'siem', 'security', 'information', 'event', 'management', 'experience', 'knowledge', 'address', 'risk', 'management', 'framework', 'rmf']",,,,
306,tweet_0307,RT @justChinks: What you post on the internet will have negative consequences.. or maybe it won't. Just remember 3 things: the risk is yours to take, the internet never forgets, society is not so forgiving.,0, justchinks what you post on the internet will have negative consequences.. or maybe it won't. just remember 3 things the risk is yours to take, the internet never forgets, society is not so forgiving.,"['  ', 'justchink', 'post', 'internet', 'negative', 'consequence', 'maybe', 'wo', 'remember', '3', 'thing', 'risk', 'internet', 'forget', 'society', 'forgiving']"
308,tweet_0309,"RT @ChrisWheatley_: Hugely disappointing for Maitland-Niles, who was ready to join Southampton on loan today. His agent is Aidy Ward who #LFC fans will remember very well from the Raheem Sterling contract talks. ; Southampton have ended their interest in Arsenal’s Ainsley Maitland-Niles, after becoming increasingly frustrated in negotiations with his reps #saintsfc will continue to pursue other targets between now & 11pm",0," chriswheatley_ hugely disappointing for maitland-niles, who was ready to join southampton on loan today. his agent is aidy ward who lfc fans will remember very well from the raheem sterling contract talks. ; southampton have ended their interest in arsenal’s ainsley maitland-niles, after becoming increasingly frustrated in negotiations with his reps saintsfc will continue to pursue other targets between now & 11pm","['  ', 'chriswheatley', 'hugely', 'disappointing', 'maitland', 'nile', 'ready', 'join', 'southampton', 'loan', 'today', 'agent', 'aidy', 'ward', 'lfc', 'fan', 'remember', 'raheem', 'sterling', 'contract', 'talk', 'southampton', 'end', 'interest', 'arsenal', 'ainsley', 'maitland', 'nile', 'increasingly', 'frustrated', 'negotiation', 'reps', 'saintsfc', 'continue', 'pursue', 'target', '11', 'pm']",,,,
309,tweet_0310,QT @Everton: Oh great and no replacement forwards?! Good business Blues (not) 😳 , Cenk Tosun has completed a loan switch to Besiktas for the remainder of the 2020/21 season. #EFC 🔵,0, everton oh great and no replacement forwards?! good business blues (not) 😳 , cenk tosun has completed a loan switch to besiktas for the remainder of the 2020/21 season. efc 🔵,"['  ', 'everton', 'oh', 'great', 'replacement', 'forwards', 'good', 'business', 'blue', '😳', 'cenk', 'tosun', 'complete', 'loan', 'switch', 'besiktas', 'remainder', '2020/21', 'season', 'efc', '🔵']",,
312,tweet_0313,RT @TrilionaireMind: Sometimes you have to risk it all for a dream only you can see.,0, trilionairemind sometimes you have to risk it all for a dream only you can see.,"['  ', 'trilionairemind', 'risk', 'dream']",,,,
316,tweet_0317,"Find integrated land information for Lane County, Oregon housed in one user-friendly website! Visit https://t.co/7C9vxtu0e7 or try RLID today risk-free with a 7-day trial account. Email support@rlid.org to get set up today. https://t.co/lGzhYq8H2S #propertyrecords #maps #lcog",0,"find integrated land information for lane county, oregon housed in one user-friendly website! visit ","['find', 'integrate', 'land', 'information', 'lane', 'county', 'oregon', 'house', 'user', 'friendly', 'website', 'visit']",,,,
317,tweet_0318,@YorkMccrea I helped another patient make a report to a hospital's 'patient safety' office. It was awful - but necessary before her MLA would even speak with her (which didn't happen). Our experience after Tony's car accident has been so different with a personal injury lawyer in our corner.,0, yorkmccrea i helped another patient make a report to a hospital's 'patient safety' office. it was awful - but necessary before her mla would even speak with her (which didn't happen). our experience after tony's car accident has been so different with a personal injury lawyer in our corner.,"['  ', 'yorkmccrea', 'help', 'patient', 'report', 'hospital', 'patient', 'safety', 'office', 'awful', 'necessary', 'mla', 'speak', 'happen', 'experience', 'tony', 'car', 'accident', 'different', 'personal', 'injury', 'lawyer', 'corner']",,,,
318,tweet_0319,Wow yes life is really something else you really never know what's gonna happen next... Aik lamha na mjhy change krdia and change sa change and ab ma risk ly ra life k let's see kia hota mazA aega..... ☺️😊,0,wow yes life is really something else you really never know what's gonna happen next... aik lamha na mjhy change krdia and change sa change and ab ma risk ly ra life k let's see kia hota maza aega..... ☺️😊,"['wow', 'yes', 'life', 'know', 'gon', 'na', 'happen', 'aik', 'lamha', 'na', 'mjhy', 'change', 'krdia', 'change', 'sa', 'change', 'ab', 'ma', 'risk', 'ly', 'ra', 'life', 'k', 'let', 'kia', 'hota', 'maza', 'aega', '☺', '️', '😊']",,,,
319,tweet_0320,"RT @Svigel: Theology 101: Those who will not help or support others, unless they can do so without risk to their safety and their property, will never help their neighbors. (Martin Luther)",0," svigel theology 101 those who will not help or support others, unless they can do so without risk to their safety and their property, will never help their neighbors. (martin luther)","['  ', 'svigel', 'theology', '101', 'help', 'support', 'risk', 'safety', 'property', 'help', 'neighbor', 'martin', 'luther']",,,,
320,tweet_0321,"RT @Doc_0: The hysteria of 2020 is what happens when a society deliberately bred and trained to become a panicked herd, kept in a constant state of terror and grievance by political opportunists, gets hit by a genuine crisis. No one remembers how to evaluate risk and cost rationally.",0," doc_0 the hysteria of 2020 is what happens when a society deliberately bred and trained to become a panicked herd, kept in a constant state of terror and grievance by political opportunists, gets hit by a genuine crisis. no one remembers how to evaluate risk and cost rationally.","['  ', 'doc_0', 'hysteria', '2020', 'happen', 'society', 'deliberately', 'breed', 'train', 'panicked', 'herd', 'keep', 'constant', 'state', 'terror', 'grievance', 'political', 'opportunist', 'get', 'hit', 'genuine', 'crisis', 'remember', 'evaluate', 'risk', 'cost', 'rationally']",,,,
321,tweet_0322,RT @kennygee_70: Vacancy! CredPal needs: *Fixed Deposit Sales Agent(s) (preferred experience in the banking sector. (HND/B.Sc.) Job Type: Contract •Mid-Level: 3-5years •Senior: 5-8year *Corporate Sales Agent (HND/B.Sc.) Job Type: Contract •Junior: 1-2 •Mid-Level: 3-5yrs *Check next 👇,0, kennygee_70 vacancy! credpal needs *fixed deposit sales agent(s) (preferred experience in the banking sector. (hnd/b.sc.) job type contract •mid-level 3-5years •senior 5-8year *corporate sales agent (hnd/b.sc.) job type contract •junior 1-2 •mid-level 3-5yrs *check next 👇,"['  ', 'kennygee_70', 'vacancy', 'credpal', 'need', 'fix', 'deposit', 'sale', 'agent(s', 'preferred', 'experience', 'banking', 'sector', 'hnd', 'b.sc', 'job', 'type', 'contract', '•mid', 'level', '3', '5years', '•senior', '5', '8year', 'corporate', 'sale', 'agent', 'hnd', 'b.sc', 'job', 'type', 'contract', '•junior', '1', '2', '•mid', 'level', '3', '5yrs', 'check', '👇']",,,,
322,tweet_0323,"RT @riddell_marcus: Dad’s had his first dose! Grandma & Grandad; Aunt & Uncle too. When it’s my turn I’ll be there.Our motivation is simple - we want to be together again & biggest risk to that is COVID-19, not the vaccine, which is safe and will save many lives. Thx to everyone at Evergreen Surgery https://t.co/gSSsecp2q5",0," riddell_marcus dad’s had his first dose! grandma & grandad; aunt & uncle too. when it’s my turn i’ll be there.our motivation is simple - we want to be together again & biggest risk to that is covid-19, not the vaccine, which is safe and will save many lives. thx to everyone at evergreen surgery ","['  ', 'riddell_marcus', 'dad', 'dose', 'grandma', 'grandad', 'aunt', 'uncle', 'turn', 'there.our', 'motivation', 'simple', 'want', 'big', 'risk', 'covid-19', 'vaccine', 'safe', 'save', 'life', 'thx', 'evergreen', 'surgery']",,,,
324,tweet_0325,@jaay_cool I hope that’s enough otherwise yu run the risk of all of your stars being under health protocols the following week.,0, jaay_cool i hope that’s enough otherwise yu run the risk of all of your stars being under health protocols the following week.,"['  ', 'jaay_cool', 'hope', 'yu', 'run', 'risk', 'star', 'health', 'protocol', 'follow', 'week']",,,,
325,tweet_0326,"QT @BullPositions: 📖 Merchants of Grain & the pseudo sequel “OUT OF THE SHADOWS” by @jckingsman & The Prize ⛽️ Maybe soon to be trumped 🃏 by THE WORLD FOR SALE by the inimitable ‘Blas from the Past’, Javier ‘Jamon’ Blas @JavierBlas & intrepid Tintinesque co-author Jack FARC (?) Farchy @jfarchy ; @RussianGrainTra Great selection! My top picks on commodity, geopolitics and risk are The Prize, Against the Gods and The King of Oil. What’s yours? #bestcommoditybooks https://t.co/urjxzXyTWx",0," bullpositions 📖 merchants of grain & the pseudo sequel “out of the shadows” by jckingsman & the prize ⛽️ maybe soon to be trumped 🃏 by the world for sale by the inimitable ‘blas from the past’, javier ‘jamon’ blas javierblas & intrepid tintinesque co-author jack farc (?) farchy jfarchy ; russiangraintra great selection! my top picks on commodity, geopolitics and risk are the prize, against the gods and the king of oil. what’s yours? bestcommoditybooks ","['  ', 'bullposition', '📖', 'merchant', 'grain', 'pseudo', 'sequel', 'shadow', 'jckingsman', 'prize', '⛽', '️', 'maybe', 'soon', 'trump', '🃏', 'world', 'sale', 'inimitable', 'bla', 'past', 'javier', 'jamon', 'blas', 'javierblas', 'intrepid', 'tintinesque', 'co', 'author', 'jack', 'farc', 'farchy', 'jfarchy', 'russiangraintra', 'great', 'selection', 'pick', 'commodity', 'geopolitic', 'risk', 'prize', 'god', 'king', 'oil', 'bestcommoditybooks']",,,,
327,tweet_0328,"QT @LaticsOfficial: Interesting......don't expect a goal machine....but he does a job.....decent player ; ✍️ We are pleased to confirm the signing of striker Jamie Proctor from Rotherham United. The 28-year-old has signed on loan until the end of the 2020-21 season. Welcome to Latics, Jamie! #wafc 🔵⚪️",0," laticsofficial interesting......don't expect a goal machine....but he does a job.....decent player ; ✍️ we are pleased to confirm the signing of striker jamie proctor from rotherham united. the 28-year-old has signed on loan until the end of the 2020-21 season. welcome to latics, jamie! wafc 🔵⚪️","['  ', 'laticsofficial', 'interesting', 'expect', 'goal', 'machine', 'job', 'decent', 'player', '✍', '️', 'pleased', 'confirm', 'signing', 'striker', 'jamie', 'proctor', 'rotherham', 'united', '28-year', 'old', 'sign', 'loan', 'end', '2020', '21', 'season', 'welcome', 'latics', 'jamie', 'wafc', '🔵', '⚪', '️']",,,,
328,tweet_0329,RT @Telegraph: Men are more at risk than women https://t.co/HltGGGl93Z https://t.co/fUskiDQ7vi,0, telegraph men are more at risk than women ,"['  ', 'telegraph', 'man', 'risk', 'woman']",,,,
330,tweet_0331,"Giving birth is a financial, health & social liability; killing people is a lucrative and highly respected career.—Heather Marsh @GeorgieBC […]",0,"giving birth is a financial, health & social liability; killing people is a lucrative and highly respected career.—heather marsh georgiebc […]","['give', 'birth', 'financial', 'health', 'social', 'liability', 'kill', 'people', 'lucrative', 'highly', 'respected', 'career.—heather', 'marsh', 'georgiebc']",,,,
331,tweet_0332,RT @CDCInjury: Preventing violence can address risk and protective factors across multiple types of violence. Watch and learn how @CDPHE has adopted this approach to #VetoViolence: https://t.co/sLlg6Hp2iI,0, cdcinjury preventing violence can address risk and protective factors across multiple types of violence. watch and learn how cdphe has adopted this approach to vetoviolence ,"['  ', 'cdcinjury', 'preventing', 'violence', 'address', 'risk', 'protective', 'factor', 'multiple', 'type', 'violence', 'watch', 'learn', 'cdphe', 'adopt', 'approach', 'vetoviolence']",,,,
332,tweet_0333,"RT @tbamz97: The objectives in my opinion for January were: - Offload as many dead wood players as possible - Sign a CAM (at least till summer) - Get a better backup GK This isn’t summer, we were never making a multitude of signings. ; We have signed a Goalkeeper and made a loan signing whilst sitting 10th in the league. Arsenal fans this has been a terrible window",0," tbamz97 the objectives in my opinion for january were - offload as many dead wood players as possible - sign a cam (at least till summer) - get a better backup gk this isn’t summer, we were never making a multitude of signings. ; we have signed a goalkeeper and made a loan signing whilst sitting 10th in the league. arsenal fans this has been a terrible window","['  ', 'tbamz97', 'objective', 'opinion', 'january', 'offload', 'dead', 'wood', 'player', 'possible', 'sign', 'cam', 'till', 'summer', 'well', 'backup', 'gk', 'summer', 'make', 'multitude', 'signing', 'sign', 'goalkeeper', 'loan', 'signing', 'whilst', 'sit', '10th', 'league', 'arsenal', 'fan', 'terrible', 'window']",,,,
333,tweet_0334,"The whole idea that I can’t just peacefully shoot paper or steel targets with a select fire in the middle of nowhere or on a controlled range or risk having my dogs shot and children fatherless is absolutely infuriating....unless I get rich, cuz remember rich = good monke.",0,"the whole idea that i can’t just peacefully shoot paper or steel targets with a select fire in the middle of nowhere or on a controlled range or risk having my dogs shot and children fatherless is absolutely infuriating....unless i get rich, cuz remember rich = good monke.","['idea', 'peacefully', 'shoot', 'paper', 'steel', 'target', 'select', 'fire', 'middle', 'control', 'range', 'risk', 'have', 'dog', 'shoot', 'child', 'fatherless', 'absolutely', 'infuriate', 'rich', 'cuz', 'remember', 'rich', '=', 'good', 'monke']",,,,
334,tweet_0335,"idk why people pay $60 to get their nails done at a salon, risk getting covid and have their nails look like shit when you can get press on nails that look 100x better lol",0,"idk why people pay $60 to get their nails done at a salon, risk getting covid and have their nails look like shit when you can get press on nails that look 100x better lol","['idk', 'people', 'pay', '$', '60', 'nail', 'salon', 'risk', 'get', 'covid', 'nail', 'look', 'like', 'shit', 'press', 'nail', 'look', '100x', 'better', 'lol']",,,,
335,tweet_0336,"@Prakhar_equal @j4jeswin @porinju I believe Ergo will get listed after the merger with Apollo Munich is fully integrated. Regarding stakesbin subsidiaries, I was not referring to a direct sale, bit to a cashless spinoff where shareholders of HDFC get shares in subsidiaries in proportion to holdings",0," prakhar_equal j4jeswin porinju i believe ergo will get listed after the merger with apollo munich is fully integrated. regarding stakesbin subsidiaries, i was not referring to a direct sale, bit to a cashless spinoff where shareholders of hdfc get shares in subsidiaries in proportion to holdings","['  ', 'prakhar_equal', 'j4jeswin', 'porinju', 'believe', 'ergo', 'list', 'merger', 'apollo', 'munich', 'fully', 'integrate', 'stakesbin', 'subsidiary', 'refer', 'direct', 'sale', 'bit', 'cashless', 'spinoff', 'shareholder', 'hdfc', 'share', 'subsidiary', 'proportion', 'holding']",,,,
336,tweet_0337,"@kathygriffin She goes too far = I'm uncomfortable with her truth She's difficult = I don't like how difficult addressing my unconscious bias is Don't say that = I'm uncomfortable hearing this We need more people like you, your bravery, your risk taking, your flaws too.",0," kathygriffin she goes too far = i'm uncomfortable with her truth she's difficult = i don't like how difficult addressing my unconscious bias is don't say that = i'm uncomfortable hearing this we need more people like you, your bravery, your risk taking, your flaws too.","['  ', 'kathygriffin', 'go', 'far', '=', 'm', 'uncomfortable', 'truth', 'difficult', '=', 'like', 'difficult', 'address', 'unconscious', 'bias', '=', 'm', 'uncomfortable', 'hearing', 'need', 'people', 'like', 'bravery', 'risk', 'take', 'flaw']",,,,
